year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm,value
2022,5,2,5,Empresa,0,6130,0,6340,0,0,7100,2850,0,0,22420
2022,4,1,6,Contador,0,7900,0,8120,0,0,3550,2850,0,0,22420
2022,4,2,6,Contador,0,7900,0,8120,0,0,3550,2850,0,0,22420
2022,4,2,7,NA,0,0,0,0,7900,0,10000,4520,0,0,22420
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,0,3550,22420
2021,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,0,0,3550,22420
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,0,0,3550,22420
2020,3,2,7,Contador,0,13440,6130,0,0,2850,0,0,0,0,22420
2021,3,1,7,NA,0,0,0,0,0,2850,3550,0,0,0,6400
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,0,17150
2022,3,1,7,Contador,0,9750,0,8120,0,0,0,4520,0,0,22390
2020,5,3,6,Empresa,0,0,0,0,12420,2850,0,0,0,7100,22370
2022,5,1,7,Empresa,0,0,0,0,7900,4520,3550,2850,0,3550,22370
2022,5,1,7,Empresa,0,0,0,0,7900,2850,3550,4520,0,3550,22370
2022,3,2,5,Contador,0,7900,0,14460,0,0,0,0,0,0,22360
2022,3,2,5,NA,0,0,0,14460,7900,0,0,0,0,0,22360
2022,2,1,8,Cajero,0,0,0,0,16340,5970,0,0,0,0,22310
2020,2,1,7,NA,0,0,0,0,0,0,0,0,0,0,0
2021,3,1,6,Contador,0,7900,7900,0,0,0,6450,0,0,0,22250
2021,3,2,6,Contador,0,7900,7900,0,0,0,6450,0,0,0,22250
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,0,3550,22210
2022,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,4,2,4,Contador,0,12260,0,6340,0,0,3550,0,0,0,22150
2022,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2020,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,3,2,5,Contador,0,14030,0,8120,0,0,0,0,0,0,22150
2022,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,4,2,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,4,3,4,Contador,0,12260,0,6340,0,0,3550,0,0,0,22150
2022,3,1,5,Contador,0,6130,7900,8120,0,0,0,0,0,0,22150
2022,4,1,4,Contador,0,6130,6130,6340,0,0,3550,0,0,0,22150
2022,3,1,5,Contador,0,7900,6130,8120,0,0,0,0,0,0,22150
2022,3,2,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2022,3,1,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2022,3,1,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2022,3,1,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2022,3,1,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2022,3,2,5,Contador,0,7900,7900,6340,0,0,0,0,0,0,22140
2021,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2020,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2020,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2020,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2020,6,3,6,Empresa,0,0,0,0,13560,8550,0,0,0,0,22110
2022,6,3,7,Empresa,0,0,0,0,0,0,13550,8550,0,0,22100
2021,3,1,5,Contador,0,6130,0,8120,0,0,0,0,0,0,14250
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,5,1,6,Empresa,0,0,0,6340,0,0,3550,2850,2850,6450,22040
2020,3,2,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,5,1,6,Empresa,0,0,0,6340,0,2850,6450,2850,0,3550,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,5,1,6,Empresa,0,0,0,6340,0,2850,6450,2850,0,3550,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2020,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,5,1,6,Empresa,0,0,0,6340,0,2850,6450,2850,0,3550,22040
2022,5,2,6,Empresa,0,0,0,6340,0,2850,6450,2850,0,3550,22040
2022,5,1,6,Empresa,0,0,0,6340,0,2850,6450,2850,0,3550,22040
2022,5,2,6,Empresa,0,0,0,6340,0,0,10000,5700,0,0,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,5,3,6,Empresa,0,0,0,6340,0,2850,10000,2850,0,0,22040
2022,5,1,6,Empresa,0,0,0,6340,0,0,3550,2850,2850,6450,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2020,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2022,3,1,7,Cajero,0,0,0,0,16340,2850,0,2850,0,0,22040
2020,1,1,10,Específico,0,0,0,0,0,22000,0,0,0,0,22000
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2020,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,2,6,Empresa,0,0,0,6340,0,5700,7100,2850,0,0,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,1,6,Empresa,0,0,0,6340,0,2850,3550,2850,2850,3550,21990
2022,6,2,7,Empresa,0,0,0,0,0,5700,3550,0,2850,3550,15650
2021,6,1,7,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550,15650
2022,6,1,7,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550,15650
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,7,NA,0,0,0,8120,0,0,6450,4520,2850,0,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,0,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,7,NA,0,0,0,8120,0,4520,6450,2850,0,0,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,7,NA,0,0,0,8120,0,2850,6450,4520,0,0,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,7,NA,0,0,0,8120,0,4520,6450,2850,0,0,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,0,4520,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,2,8,NA,0,0,0,0,0,9040,0,0,0,12900,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,2,8,NA,0,0,0,0,0,0,12900,9040,0,0,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,0,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2020,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2021,4,1,8,NA,0,0,0,0,0,4520,6450,4520,0,6450,21940
2022,4,1,8,NA,0,0,0,0,0,0,6450,4520,4520,6450,21940
2022,3,2,5,Contador,0,14030,7900,0,0,0,0,0,0,0,21930
2022,5,1,8,Empresa,0,0,0,0,0,4520,6450,4520,2850,3550,21890
2022,5,1,6,Empresa,0,0,0,8120,4520,2850,0,2850,0,3550,21890
2022,5,2,8,Empresa,0,0,0,0,0,0,10000,7370,4520,0,21890
2022,5,1,8,Empresa,0,0,0,0,0,4520,6450,4520,2850,3550,21890
2022,5,1,8,Empresa,0,0,0,0,0,4520,6450,4520,2850,3550,21890
2022,5,1,8,Empresa,0,0,0,0,0,4520,6450,4520,2850,3550,21890
2022,5,1,8,Empresa,0,0,0,0,0,4520,6450,4520,2850,3550,21890
2022,4,1,6,Contador,0,6130,0,0,0,0,6450,2850,0,6450,21880
2022,4,1,9,NA,0,0,0,0,0,9000,3550,2850,0,6450,21850
2021,6,2,6,Empresa,0,0,0,0,9040,5700,0,0,0,7100,21840
2022,6,3,6,Empresa,0,0,0,0,9040,0,7100,5700,0,0,21840
2021,6,2,6,Empresa,0,0,0,0,9040,5700,0,0,0,7100,21840
2020,6,2,6,Empresa,0,0,0,0,9040,0,7100,5700,0,0,21840
2021,6,2,6,Empresa,0,0,0,0,9040,5700,7100,0,0,0,21840
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,0,0,7100,21840
2021,6,2,6,Empresa,0,0,0,0,9040,5700,0,0,0,7100,21840
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,0,0,7100,21840
2022,5,1,6,Empresa,0,6130,0,0,0,2850,6450,2850,0,3550,21830
2022,3,1,9,NA,0,0,0,0,0,0,10860,4520,0,6450,21830
2022,4,1,6,Cajero,0,0,0,6340,4520,4520,6450,0,0,0,21830
2022,4,2,7,NA,0,0,0,6340,0,4520,6450,4520,0,0,21830
2022,5,1,6,Empresa,0,6130,0,0,0,0,6450,2850,2850,3550,21830
2022,3,1,9,NA,0,0,0,0,0,4520,10860,0,0,6450,21830
2022,4,2,7,NA,0,0,0,6340,0,4520,6450,4520,0,0,21830
2022,3,1,9,NA,0,0,0,0,0,4520,10860,0,0,6450,21830
2022,3,1,9,NA,0,0,0,0,0,0,10860,4520,0,6450,21830
2022,4,2,7,NA,0,0,0,6340,0,0,6450,4520,4520,0,21830
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,6,1,7,AS,4500,0,0,0,4520,2850,3550,2850,0,3550,21820
2022,5,1,9,Empresa,0,0,0,0,0,9000,3550,2850,2850,3550,21800
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,0,6130,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,0,6130,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,0,6130,0,0,2850,3550,2850,2850,3550,21780
2022,4,1,9,NA,0,0,0,0,0,4520,10860,2850,0,3550,21780
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2021,4,1,9,NA,0,0,0,0,0,4520,10860,0,2850,3550,21780
2021,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,4,1,9,NA,0,0,0,0,0,4520,10860,2850,0,3550,21780
2021,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,0,6130,0,0,2850,3550,2850,2850,3550,21780
2022,6,1,6,Empresa,0,6130,0,0,0,2850,3550,2850,2850,3550,21780
2022,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2021,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2021,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2022,2,1,7,Contador,0,7900,0,13870,0,0,0,0,0,0,21770
2021,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2022,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2021,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2022,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2022,4,1,5,Contador,0,6130,0,6340,0,0,6450,2850,0,0,21770
2022,4,2,8,NA,0,0,0,0,0,0,14370,7370,0,0,21740
2022,4,1,8,NA,0,0,0,0,0,4520,7920,2850,0,6450,21740
2021,4,1,8,NA,0,0,0,0,0,2850,7920,4520,0,6450,21740
2022,4,1,8,NA,0,0,0,0,0,4520,7920,2850,0,6450,21740
2022,4,1,8,NA,0,0,0,0,0,4520,7920,2850,0,6450,21740
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,4,1,7,Cajero,0,0,0,0,7900,4520,6450,2850,0,0,21720
2021,4,1,7,Cajero,0,0,0,0,7900,4520,0,2850,0,6450,21720
2022,4,1,7,Contador,0,7900,0,0,0,0,6450,4520,2850,0,21720
2022,4,1,7,Contador,0,7900,0,0,0,4520,6450,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,0,6130,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,4,2,6,Cajero,0,0,0,8120,7900,2850,0,2850,0,0,21720
2021,5,2,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,4,1,7,NA,0,0,7900,0,0,2850,6450,4520,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,4,1,6,Contador,0,7900,0,8120,0,0,0,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,2,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2021,4,1,7,Cajero,0,0,0,0,7900,4520,6450,2850,0,0,21720
2021,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,2,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,0,0,2850,3550,21720
2021,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,4,1,7,Cajero,0,0,0,0,7900,4520,0,2850,0,6450,21720
2022,5,2,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,4,1,7,NA,0,0,0,0,7900,0,0,4520,2850,6450,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2020,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2020,5,2,5,Empresa,0,0,6130,6340,0,2850,0,0,2850,3550,21720
2022,5,1,5,Empresa,0,0,6130,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,4,1,7,Cajero,0,0,0,0,7900,2850,6450,4520,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,2850,3550,2850,0,0,21720
2022,4,1,7,Cajero,0,0,0,0,7900,4520,0,0,2850,6450,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,5,Empresa,0,6130,0,6340,0,0,3550,2850,2850,0,21720
2022,5,1,8,Empresa,0,0,0,0,0,4520,7920,2850,2850,3550,21690
2022,5,1,7,Empresa,0,0,0,0,4520,2850,7920,2850,0,3550,21690
2022,5,1,7,Empresa,0,0,0,0,4520,2850,7920,2850,0,3550,21690
2022,5,1,8,Empresa,0,0,0,0,0,2850,7920,4520,2850,3550,21690
2022,5,1,8,Empresa,0,0,0,0,0,4520,7920,2850,2850,3550,21690
2022,5,1,7,Empresa,0,0,0,0,4520,2850,7920,2850,0,3550,21690
2022,5,1,8,Empresa,0,0,0,0,0,2850,7920,4520,2850,3550,21690
2022,5,1,7,Empresa,0,0,0,0,4520,2850,7920,2850,0,3550,21690
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2022,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,5,2,6,Empresa,0,0,0,0,12420,5700,0,0,0,3550,21670
2021,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,5,2,6,Empresa,0,0,0,0,12420,2850,0,2850,0,3550,21670
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2021,5,2,6,Empresa,0,0,0,0,12420,2850,0,0,2850,3550,21670
2022,5,2,6,Empresa,0,0,0,0,12420,2850,3550,2850,0,0,21670
2022,3,1,7,Cajero,0,0,0,0,10700,4520,6450,0,0,0,21670
2022,5,1,7,Empresa,0,0,0,0,7900,2850,0,4520,2850,3550,21670
2020,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2021,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2021,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,5,2,6,Empresa,0,0,0,0,12420,2850,0,2850,0,3550,21670
2021,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,5,1,7,Empresa,0,0,0,0,7900,4520,0,2850,2850,3550,21670
2022,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2020,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2021,3,1,7,Cajero,0,0,0,0,10700,4520,0,0,0,6450,21670
2022,4,1,7,Cajero,0,0,0,0,10700,2850,0,4520,0,3550,21620
2022,4,2,7,Contador,0,6130,0,0,0,0,6450,4520,4520,0,21620
2021,4,1,7,Contador,0,6130,0,0,0,0,6450,4520,4520,0,21620
2022,4,1,7,NA,0,0,6130,0,0,4520,6450,4520,0,0,21620
2022,4,1,7,NA,0,0,6130,0,0,4520,0,0,4520,6450,21620
2022,4,1,7,Cajero,0,0,0,0,10700,4520,0,0,2850,3550,21620
2022,4,2,7,Cajero,0,0,0,0,10700,4520,0,2850,0,3550,21620
2021,4,2,6,Cajero,0,0,0,0,15220,2850,0,0,0,3550,21620
2022,4,1,7,Cajero,0,0,0,0,10700,4520,3550,2850,0,0,21620
2022,4,1,7,Cajero,0,0,0,0,10700,4520,3550,2850,0,0,21620
2022,4,3,6,Contador,0,6130,0,0,4520,0,6450,4520,0,0,21620
2022,4,1,6,Cajero,0,0,0,6340,7900,4520,0,2850,0,0,21610
2022,4,1,6,Cajero,0,0,0,6340,7900,4520,0,2850,0,0,21610
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2020,2,2,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,2,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,4,1,5,Contador,0,6130,6130,0,0,0,6450,2850,0,0,21560
2020,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2020,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2020,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2020,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2021,2,2,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
